pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracBkgdKeys.rt,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseBkgdKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,contBkgdKeys.rt,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,bkgdKeys4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,brazen,fungal,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/mucous_TT_3X.mp4,subtle,mucous,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3052.7522603999823,3059.2684035000857,None,, fungal,"['f', 'u', 'n', 'g', 'a', 'l', 'return']","[0.18640380003489554, 0.24239310016855597, 0.458405900048092, 0.5225978000089526, 0.6184571001213044, 0.722353600198403, 0.9224999002180994]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,mirage,shrewd,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/revoke_touch_edited.mp4,malady,revoke,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3061.2283371000085,3080.7452078999486,None,, shrewd,"['s', 'h', 'r', 'e', 'w', 'd', 'return']","[0.20646059978753328, 0.3180400999262929, 0.45405249996110797, 0.5018239999189973, 0.7179268999025226, 0.8860075999982655, 1.0379582999739796]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3'],[6.981851299991831],,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,,,,,,,,,,,,,,,,,,,,imageryCheckScale.png,"In the previous section did you imagine yourself typing?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['1'],[6.4465301998425275],,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,satire,mangle,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/warble_TT_3X.mp4,devise,warble,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,24,,,,,,,,,,,,,,,,,None,"['b', 'u', 't', 't', 'e', 'r', 'return']","[0.364999599987641, 0.5247450999449939, 0.7885968999471515, 0.932622899999842, 1.0765201998874545, 1.156516700051725, 1.2924136000219733]",,,,,,,,,,,,,,,,,,,,,,None,None, warble,"['w', 'a', 'r', 'b', 'v', 'k', 'e', 'backspace', 'backspace', 'l', 'e', 'return']","[0.35383239993825555, 0.4578269999474287, 0.5777179000433534, 0.897614800138399, 0.9140348001383245, 1.3616987999994308, 1.4659804000984877, 1.857592600164935, 1.9936494999565184, 2.19384380010888, 2.2416046999860555, 2.3776380999479443]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,savant,induce,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/mussel_TT_3X.mp4,cortex,mussel,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,21,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, mussel,"['m', 'u', 's', 's', 'e', 'l', 'return']","[0.28425289993174374, 0.5641660999972373, 0.6445114000234753, 0.8361647999845445, 0.9964900999329984, 1.108195299981162, 1.3483627000823617]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,manure,girdle,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/linear_TT_3X.mp4,belfry,linear,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,23,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, linear,"['l', 'i', 'n', 'e', 'a', 'r', 'return']","[0.3038502000272274, 0.5356554999016225, 0.7355935999657959, 0.799859199905768, 0.9036729999352247, 0.9996193998958915, 1.1276436001062393]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,critic,binder,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/tamper_touch_edited.mp4,confer,tamper,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,12,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, tamper,"['t', 'a', 'k', 'p', '0', 'backspace', 'backspace', 'm', 'e', 'backspace', 'p', 'e', 'r', 'return']","[0.5080118000041693, 0.7397686999756843, 0.8355499999597669, 1.1235791000071913, 1.139532099943608, 1.4836001999210566, 1.6274470000062138, 1.8918470998760313, 2.187875999836251, 2.4595512999221683, 2.859973599901423, 3.0755559999961406, 3.155452699866146, 3.259445399977267]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,impose,feudal,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/matron_TT_3X.mp4,subdue,matron,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,26,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, matron,"['m', 'a', 't', 'r', 'o', 'n', 'return']","[0.3895386001095176, 0.4697676000650972, 0.6776702001225203, 0.7976985001005232, 0.8535394999198616, 1.0456711000297219, 1.4215790000744164]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,ordain,patent,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/defame_touch_edited.mp4,covert,defame,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,11,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, defame,"['d', 'e', 'f', 'a', 'm', 'e', 'return']","[0.3642135998234153, 0.4524196998681873, 0.6360551998950541, 0.8282776998821646, 0.9564427000004798, 1.0601040998008102, 1.2200368999037892]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,quarry,septic,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/innate_touch_edited.mp4,neural,innate,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,13,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, innater,"['i', 'n', 'n', 'a', 't', 'e', 'r', 'return']","[0.40143719990737736, 0.6973457999993116, 0.8574560999404639, 0.9692376998718828, 1.137368799885735, 1.241482799872756, 1.249279199866578, 1.3772594998590648]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,mirage,shrewd,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/revoke_touch_edited.mp4,malady,revoke,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,6,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,['backspace'], revoke,"['r', 'e', 'v', 'o', 'k', 'e', 'return']","[0.3791620999109, 0.475184400100261, 0.7231421999167651, 0.8192893001250923, 0.9632212999276817, 1.0914759000297636, 1.3633200000040233]",[0.1538005000911653],,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,jargon,oppose,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/ghetto_touch_edited.mp4,frugal,ghetto,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,2,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, ghetto,"['g', 'h', 'e', 't', 't', 'o', 'return']","[0.3456774998921901, 0.48156400001607835, 0.6419191998429596, 0.7696326998993754, 0.9615905999671668, 1.041865199804306, 1.394162599928677]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,novice,primal,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/entail_touch_edited.mp4,parcel,entail,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,4,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, entail,"['e', 'n', 't', 'a', 'i', 'l', 'return']","[0.44736460014246404, 0.647383000003174, 0.831512900069356, 1.023516100132838, 1.08737160009332, 1.3116618001367897, 1.487445699982345]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen AFTER the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing different words to what you will need to type at different speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone the same word that you must type at different speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/amount_touch_edited.mp4,video&audio/afford_touch_edited.mp4,vanity,hinder,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/breach_touch_edited.mp4,matrix,breach,1 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,0,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, breach,"['b', 'r', 'e', 'a', 'c', 'h', 'return']","[0.3699103998951614, 0.481597000034526, 0.5699441998731345, 0.7057062999811023, 0.8576593999750912, 0.9616322000510991, 1.3136440999805927]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,upkeep,parish,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/gullet_TT_3X.mp4,picket,gullet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,28,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, gullet,"['g', 'u', 'l', 'l', 'e', 't', 'return']","[0.42091790004633367, 0.5008551999926567, 0.7330136001110077, 0.8531671999953687, 0.9729538999963552, 1.0212497001048177, 1.2054759999737144]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,coerce,clergy,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/portal_TT_3X.mp4,ritual,portal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,17,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, portal,"['p', 'o', 'r', 't', 'a', 'l', 'return']","[0.3443200998008251, 0.42407760000787675, 0.519979199860245, 0.543887399835512, 0.7842558999545872, 0.8559274999424815, 1.088532199850306]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,legion,campus,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/allure_TT_3X.mp4,forage,allure,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,29,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, allure,"['a', 'l', 'u', 'r', 'e', 'return']","[0.2857706001959741, 0.5010801001917571, 0.7734682001173496, 0.8694510001223534, 0.9494426001328975, 1.1738089001737535]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,strife,delude,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/galley_touch_edited.mp4,tariff,galley,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,7,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, galleu,"['g', 'a', 'l', 'l', 'e', 'u', 'return']","[0.2984355001244694, 0.3544065000023693, 0.5302460000384599, 0.6745567000471056, 0.7385863000527024, 0.9782525000628084, 1.2743355999700725]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,brazen,fungal,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/mucous_TT_3X.mp4,subtle,mucous,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,22,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, mucous,"['m', 'u', 'c', 'o', 'u', 's', 'return']","[0.552196100121364, 0.8561829999089241, 0.9447143001016229, 1.1125199000816792, 1.2882107999175787, 1.5442000001203269, 1.784224099945277]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,fodder,trench,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/ethnic_TT_3X.mp4,botany,ethnic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,27,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, ethnic,"['e', 't', 'h', 'n', 'i', 'c', 'return']","[0.32163839996792376, 0.3776556998491287, 0.4896434999536723, 0.68968589999713, 0.9055934997741133, 0.9696270998101681, 1.353718200000003]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,potent,tandem,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/origin_TT_3X.mp4,falter,origin,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,15,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, origin,"['o', 'r', 'i', 'g', 'i', 'n', 'return']","[0.2913947000633925, 0.387515899958089, 0.5472043000627309, 0.675531999906525, 0.771172899985686, 0.9712694000918418, 1.2996901001315564]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,convoy,output,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/uphold_TT_3X.mp4,debtor,uphold,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, uphold,"['u', 'p', 'h', 'o', 'l', 'd', 'return']","[0.32801289996132255, 0.4799476999323815, 1.4161084999796003, 1.6080189999192953, 1.7759843999519944, 1.848079999908805, 2.0086317998357117]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,infirm,oblige,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/mystic_touch_edited.mp4,pulpit,mystic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,3,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, mystic,"['m', 'y', 's', 'i', 'backspace', 't', 'i', 'c', 'return']","[0.3729111000429839, 0.6446438999846578, 0.8046504000667483, 1.01262650010176, 1.3088899999856949, 1.3806146001443267, 1.5329122000839561, 1.6685870999936014, 1.9006479000672698]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,goblet,befall,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/ration_touch_edited.mp4,solemn,ration,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,8,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, ration,"['r', 'a', 't', 'i', 'o', 'n', 'n', 'backspace', 'return']","[0.44952709996141493, 0.5059291999787092, 0.7133390998933464, 0.817023599985987, 0.9452938998583704, 1.2731152998749167, 1.3371061000507325, 1.8652772998902947, 2.225447200005874]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,sherry,zephyr,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/fusion_touch_edited.mp4,obsess,fusion,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,10,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, fusion,"['f', 'u', 's', 'i', 'o', 'n', 'return']","[0.5351468999870121, 0.6792336998041719, 0.8072180999442935, 0.9037841998506337, 1.0872059999965131, 1.28738379990682, 1.5432259999215603]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,parole,hamlet,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/shroud_touch_edited.mp4,jackal,shroud,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,9,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, shroud,"['s', 'h', 'r', 'o', 'u', 'd', 'return']","[0.41571199987083673, 0.5115449000149965, 0.7358696998562664, 0.8632379998452961, 1.0635003000497818, 1.1595254999119788, 1.4312925999984145]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,murmur,cobble,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/export_TT_3X.mp4,cervix,export,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,19,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, export,"['e', 'x', 'p', 'o', 'r', 't', 'return']","[0.3073569000698626, 0.5552238998934627, 0.6754906999412924, 0.6911454000510275, 1.0993613000027835, 1.1711061999667436, 1.3472523000091314]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,revolt,joiner,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/apathy_touch_edited.mp4,virile,apathy,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,5,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, apathy,"['a', 'p', 'a', 't', 'h', 'y', 'return']","[0.5301247998140752, 0.6741982998792082, 0.7703177998773754, 0.9783194998744875, 1.0983759998343885, 1.2662745998241007, 1.4661975998897105]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,sonnet,hearth,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/herbal_touch_edited.mp4,hippie,herbal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,14,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, herbal,"['h', 'w', 'e', 'b', 'backspace', 'backspace', 'backspace', 'e', 'r', 'b', 'a', 'l', 'return']","[0.3271165997721255, 0.4470913999248296, 0.5194422998465598, 0.6710370997898281, 1.1910640997812152, 1.3353023999370635, 1.4711436999496073, 1.567143299849704, 1.6234742999076843, 1.7993567998055369, 1.9590878998860717, 2.1270820999052376, 2.455392399802804]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/amount_TT_3X.mp4,video&audio/butter_TT_3X.mp4,plight,metric,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/eatery_touch_edited.mp4,ascend,eatery,2 = AOMIspec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,1,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, eatery,"['e', 'a', 't', 'e', 'r', 'y', 'return']","[0.39480469981208444, 0.46671710000373423, 0.9148398998659104, 1.0913185998797417, 1.1627954998984933, 1.8347634999081492, 2.1231076000258327]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,musket,meddle,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/divert_TT_3X.mp4,kipper,divert,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,25,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, divert,"['d', 'i', 'v', 'e', 'r', 't', 'return']","[0.4069443999323994, 0.5107124000787735, 0.630826799897477, 0.7993020999711007, 0.9108235999010503, 1.103467799955979, 1.2155490999575704]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,deduct,jailer,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/nettle_TT_3X.mp4,plasma,nettle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,16,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, nettle,"['n', 'e', 't', 't', 'l', 'e', 'return']","[0.3069247000385076, 0.41075549996457994, 0.4671390999574214, 0.6669640999753028, 0.7706756999250501, 0.8827996000181884, 1.0988953998312354]",,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
